station_id,station_name,district,observed_at,pollutant,concentration,concentration_unit,ispu_value,ispu_category,source,averaging_period,quality_flag,fetched_at
fe9918dc-4492-4a43-b28e-b57a53b79bc2,DKI_PM25_75 RPTRA Jaya Molek,Kota Adm. Jakarta Pusat,2026-09-07 12:30:00+07:00,PM2.5,39.43,ug/m3,80,Sedang,https://udara.jakarta.go.id/,unknown,,2026-09-07 05:58:09.580700+00:00
4aba46b6-6337-4b59-87e6-2c8f2934a043,DKI_PM25_57 RSUD Cipayung,Kota Adm. Jakarta Timur,2026-09-07 12:46:00+07:00,PM2.5,19.01,ug/m3,55,Sedang,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
fb382107-366e-4c3e-9693-5d8b2d5e54e5,DKI_PM25_39 RPTRA Rawajaya,Kota Adm. Jakarta Timur,2026-09-07 12:46:00+07:00,PM2.5,7.11,ug/m3,38,Baik,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
19d87909-d7d0-445e-a086-057731bbbe30,DKI_CENDRAWASIH GOR Cendrawasih,Kota Adm. Jakarta Barat,2026-09-07 13:00:00+07:00,PM2.5,31.88,ug/m3,64,Sedang,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
23ace949-02d5-4000-a5e5-2e3dc130d704,DKI_PM25_62 RPTRA Ria Damkar Joglo 2,Kota Adm. Jakarta Barat,2026-09-07 13:00:00+07:00,PM2.5,15.49,ug/m3,41,Baik,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
2879eea5-cadb-4392-ac09-62ca585b75d6,DKJ33 Lebak Bulus,Kota Adm. Jakarta Selatan,2026-09-07 13:00:00+07:00,PM2.5,42.81,ug/m3,61,Sedang,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
2c0d984d-0f4a-4f8a-8564-ddd78fd76b34,DKI_PM25_17 SDN 20 Pejaten Timur,Kota Adm. Jakarta Selatan,2026-09-07 13:00:00+07:00,PM2.5,12.29,ug/m3,29,Baik,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
3029cf23-cfec-4917-86f4-0afb1c3fe70a,DKI_PM25_56 SDN 01 Sukapura,Kota Adm. Jakarta Utara,2026-09-07 13:00:00+07:00,PM2.5,18.03,ug/m3,53,Sedang,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
31c9bb04-39b0-4b7b-a5ef-b6609f4741f9,DKI_PM25_80 Kamal Park,Kota Adm. Jakarta Barat,2026-09-07 13:00:00+07:00,PM2.5,21.4,ug/m3,56,Sedang,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
35a9757b-1bb9-468b-8354-a61c6280f5ca,DKI_PM25_46 SDN 10 Johar Baru Pagi,Kota Adm. Jakarta Pusat,2026-09-07 13:00:00+07:00,PM2.5,25.37,ug/m3,61,Sedang,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
3611712a-2eca-427d-a3fc-25e653fca2f0,"DKI_GOMBOLPAYA TMB Gombol Paya, Kalideres",Kota Adm. Jakarta Barat,2026-09-07 13:00:00+07:00,PM2.5,34.06,ug/m3,60,Sedang,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
38146348-8e39-48fd-9b80-9a07270976ce,DKI105 JGC Shinano,Kota Adm. Jakarta Timur,2026-09-07 13:00:00+07:00,PM2.5,2.1,ug/m3,12,Baik,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
428162ac-9555-4000-a2b1-d235c196b7cb,DKI_PM25_27 RPTRA Manunggal Petukangan Selatan,Kota Adm. Jakarta Selatan,2026-09-07 13:00:00+07:00,PM2.5,34.74,ug/m3,65,Sedang,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
46cebc3e-fcc7-49fe-955f-ec2448c33c71,DKI_PM25_71 Rusunawa KS Tubun,Kota Adm. Jakarta Barat,2026-09-07 13:00:00+07:00,PM2.5,6.83,ug/m3,25,Baik,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
487c98af-c775-4cad-b541-95c33ad4371f,DKI_PM25_58 RPTRA Pandawa,Kota Adm. Jakarta Barat,2026-09-07 13:00:00+07:00,PM2.5,2.24,ug/m3,16,Baik,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
493b612d-8277-47b6-9727-3854f13d5f48,DKI_PM25_55 RPTRA Melati Duri Pulo,Kota Adm. Jakarta Pusat,2026-09-07 13:00:00+07:00,PM2.5,43.27,ug/m3,85,Sedang,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
4addd804-bfcd-4f33-a2bb-bf8b9f6412f9,DKI_PM25_29 RPTRA Rawa Badak Utara,Kota Adm. Jakarta Utara,2026-09-07 13:00:00+07:00,PM2.5,46.01,ug/m3,89,Sedang,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
542cbe5e-859d-434f-8fed-e67fcf9cd50c,DKI_PM25_47 SDN 12 Gedong,Kota Adm. Jakarta Timur,2026-09-07 13:00:00+07:00,PM2.5,20.32,ug/m3,61,Sedang,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
5609315d-61fb-4269-a5cd-f01ac8cf8a70,DKI_PM25_63 SDN 06 Makassar,Kota Adm. Jakarta Timur,2026-09-07 13:00:00+07:00,PM2.5,0.59,ug/m3,22,Baik,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
570b6df8-7785-4720-8ca6-d544eb3df355,DKI_PM25_60 Taman Maju Bersama (TMB) Dupa Indah,Kota Adm. Jakarta Barat,2026-09-07 13:00:00+07:00,PM2.5,50.4,ug/m3,98,Sedang,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
576c96d1-07d3-459b-814b-824361ad96fe,DKI_PM25_38 Taman Ismail Marzuki,Kota Adm. Jakarta Pusat,2026-09-07 13:00:00+07:00,PM2.5,6.49,ug/m3,29,Baik,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
5a49f89a-f128-4c15-8bc3-66da51517e81,DKI_PM25_33 RPTRA Citra Permata,Kota Adm. Jakarta Timur,2026-09-07 13:00:00+07:00,PM2.5,14.0,ug/m3,45,Baik,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
5c00fad4-ccdc-48c3-b897-1dd426635203,DKI_PM25_36 SDN 04 Cibubur,Kota Adm. Jakarta Timur,2026-09-07 13:00:00+07:00,PM2.5,26.24,ug/m3,61,Sedang,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
5c375f43-82cd-479f-bfc6-2c6567653095,DKI_PM25_48 RPTRA Mawar,Kota Adm. Jakarta Selatan,2026-09-07 13:00:00+07:00,PM2.5,25.55,ug/m3,61,Sedang,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
5c6cfb14-61e6-4794-a7d7-a0003d44969d,DKI_PM25_37 SDN 01 Cempaka Putih Barat,Kota Adm. Jakarta Pusat,2026-09-07 13:00:00+07:00,PM2.5,46.31,ug/m3,90,Sedang,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
5d0e04d6-66b3-48e9-be13-81b16af54d45,DKI_PM25_18 SDN 02 Pagi Ujung Menteng,Kota Adm. Jakarta Timur,2026-09-07 13:00:00+07:00,PM2.5,26.03,ug/m3,63,Sedang,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
6110e49c-2f9c-403d-bdbe-8bf98475f151,DKI_PM25_61 SDN 03 Cijantung,Kota Adm. Jakarta Timur,2026-09-07 13:00:00+07:00,PM2.5,30.03,ug/m3,64,Sedang,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
69dec38f-8fb8-467d-9701-4fe488e378dc,DKI_PM25_85 SDN 03 Kebayoran Lama Utara,Kota Adm. Jakarta Selatan,2026-09-07 13:00:00+07:00,PM2.5,34.0,ug/m3,73,Sedang,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
6a6f0ec4-7742-46ed-91d9-7bc94e6d8c18,DKI99 SMKN 04 Jakarta,Kota Adm. Jakarta Utara,2026-09-07 13:00:00+07:00,PM2.5,0.86,ug/m3,6,Baik,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
6bafe2cf-c558-4b54-907b-34c9430edaf0,DKJ32 Ancol,Kota Adm. Jakarta Utara,2026-09-07 13:00:00+07:00,PM2.5,57.67,ug/m3,66,Sedang,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
6da19e57-b64d-4781-9280-a9a20e2e843f,DKI_PM25_24 Kantor Kecamatan Pulogadung,Kota Adm. Jakarta Timur,2026-09-07 13:00:00+07:00,PM2.5,3.3,ug/m3,32,Baik,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
6f041190-f963-4b8b-8cfc-ae979a8dc94a,DKI104 SDN 05 Cakung Timur,Kota Adm. Jakarta Timur,2026-09-07 13:00:00+07:00,PM2.5,3.1,ug/m3,12,Baik,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
738500d3-df50-40ab-97bb-b8da394aac53,DKI_PM25_52 Padepokan Restu Bumi Asrama Ciracas,Kota Adm. Jakarta Timur,2026-09-07 13:00:00+07:00,PM2.5,0.38,ug/m3,16,Baik,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
759fafcc-8b5e-4b10-a0ba-ce49ba2e6bfd,DKI_PM25_74 RPTRA Penjaringan Indah,Kota Adm. Jakarta Utara,2026-09-07 13:00:00+07:00,PM2.5,23.28,ug/m3,59,Sedang,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
7e380d05-b4f7-4efe-9ab9-a5a259e785a0,"DKI_MANGGALABISMA RPTRA Manggala Bisma, Papanggo",Kota Adm. Jakarta Utara,2026-09-07 13:00:00+07:00,PM2.5,44.22,ug/m3,68,Sedang,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
7ed27231-325b-498f-99c4-4886359e4306,DKI_PM25_54 SMPN 179 Jakarta,Kota Adm. Jakarta Timur,2026-09-07 13:00:00+07:00,PM2.5,8.36,ug/m3,25,Baik,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
80071522-f32d-4eeb-99d0-126f83979d56,DKI_PULOMAS Jakarta Equestrian Pulomas,Kota Adm. Jakarta Timur,2026-09-07 13:00:00+07:00,PM2.5,13.35,ug/m3,53,Sedang,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
81676dc9-cf43-42ae-808c-c127f438d841,DKI_PM25_79 SDN 07 Paseban (ROOFTOP),Kota Adm. Jakarta Pusat,2026-09-07 13:00:00+07:00,PM2.5,6.4,ug/m3,32,Baik,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
839ecba9-6e30-4266-b272-a1dcd1ea2d2f,DKI_PM25_82 SDN 07 Peganggsaan Dua,Kota Adm. Jakarta Utara,2026-09-07 13:00:00+07:00,PM2.5,23.33,ug/m3,59,Sedang,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
84b864cd-fb40-4f95-a347-2e854857177a,DKJ34 Pondok Rangon,Kota Adm. Jakarta Timur,2026-09-07 13:00:00+07:00,PM2.5,45.46,ug/m3,81,Sedang,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
8dea5257-ec1b-4d25-8d3f-b5024e330b40,DKJ36 Tebet Eco Park,Kota Adm. Jakarta Selatan,2026-09-07 13:00:00+07:00,PM2.5,51.18,ug/m3,66,Sedang,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
93ba95c3-d8e4-48ff-bae0-21510ae9aa90,DKI_PM25_83 RPTRA Gading Tarian,Kota Adm. Jakarta Utara,2026-09-07 13:00:00+07:00,PM2.5,25.49,ug/m3,61,Sedang,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
998c53c2-b5b4-48e8-8221-7568cee4f36b,DKI_RAGUNAN PPOP Ragunan,Kota Adm. Jakarta Selatan,2026-09-07 13:00:00+07:00,PM2.5,38.02,ug/m3,79,Sedang,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
9ce99524-9672-46e7-8982-b9df21e53d52,DKI_PM25_30 RPTRA Duren Tiga,Kota Adm. Jakarta Selatan,2026-09-07 13:00:00+07:00,PM2.5,8.22,ug/m3,29,Baik,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
9d75e672-3aa7-4d11-bbed-c4f4ae8b34cf,DKI100 SDN 03 Rorotan,Kota Adm. Jakarta Utara,2026-09-07 13:00:00+07:00,PM2.5,2.66,ug/m3,16,Baik,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
af31a885-1f01-4d5c-a4ee-f27f52ead207,DKI_PM25_40 SDN 01 Manggarai,Kota Adm. Jakarta Selatan,2026-09-07 13:00:00+07:00,PM2.5,32.07,ug/m3,73,Sedang,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
b24e4361-bcc4-4014-849f-c1909ab68a70,DKI_PM25_22 Kantor Kelurahan Kapuk Muara,Kota Adm. Jakarta Utara,2026-09-07 13:00:00+07:00,PM2.5,14.25,ug/m3,50,Baik,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
b6163f52-c25d-4cd5-99cc-8da8900c55af,DKI_PM25_16 Jakarta Islamic Center (JIC),Kota Adm. Jakarta Utara,2026-09-07 13:00:00+07:00,PM2.5,13.14,ug/m3,45,Baik,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
ba324a83-d5f1-4e33-8112-be45892f46a7,DKI_PM25_15 Kantor SUDIN LH Jakarta Timur (ROOFTOP),Kota Adm. Jakarta Timur,2026-09-07 13:00:00+07:00,PM2.5,25.54,ug/m3,61,Sedang,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
bd4ad116-78d8-457a-88fd-d9aef7f00a6d,DKI_PM25_88 SDN 04 Cipinang Melayu,Kota Adm. Jakarta Timur,2026-09-07 13:00:00+07:00,PM2.5,5.26,ug/m3,29,Baik,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
c031bd5c-329e-4798-a76e-23471f86b09c,DKI103 Taman RW 009,Kota Adm. Jakarta Utara,2026-09-07 13:00:00+07:00,PM2.5,0.3,ug/m3,3,Baik,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
c668593f-4fc4-469b-8efb-669f7a5c0c26,DKI_PM25_87 SDN 01 Pondok Kelapa Pagi,Kota Adm. Jakarta Timur,2026-09-07 13:00:00+07:00,PM2.5,26.34,ug/m3,63,Sedang,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
c801532d-ae07-4dd4-8332-9de9f332d52a,DKI_TANJONGTIMOR Pulau Panggang,Kab. Adm. Kep. Seribu,2026-09-07 13:00:00+07:00,PM2.5,45.77,ug/m3,55,Sedang,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
cbd6c191-2c82-4eec-b29f-0a90f6082fc6,DKI_PM25_77 Kantor SUDIN LH Jakarta Barat (ROOFTOP),Kota Adm. Jakarta Barat,2026-09-07 13:00:00+07:00,PM2.5,14.84,ug/m3,48,Baik,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
cc0c1c0b-f16c-45a5-a707-aec6eda7a450,DKI_PM25_14 SDN 04 Bintaro,Kota Adm. Jakarta Selatan,2026-09-07 13:00:00+07:00,PM2.5,13.91,ug/m3,38,Baik,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
ccb9546d-47b3-4264-86c0-10f2b43974a9,DKI_PM25_50 Kantor LLHD Jakarta Selatan (ROOFTOP),Kota Adm. Jakarta Selatan,2026-09-07 13:00:00+07:00,PM2.5,11.16,ug/m3,45,Baik,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
d1e88427-b908-4d72-b4cf-90901731d1be,DKI_PM25_45 SDN 11 Kalibata,Kota Adm. Jakarta Selatan,2026-09-07 13:00:00+07:00,PM2.5,13.73,ug/m3,41,Baik,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
d24e6893-5831-4b42-ba0d-0c29d817b46b,DKI_PM25_28 SDN 10 Pondok Bambu,Kota Adm. Jakarta Timur,2026-09-07 13:00:00+07:00,PM2.5,4.58,ug/m3,22,Baik,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
d805f864-70e7-4f19-bfd1-6e42786d1ad7,DKI_PM25_69 Taman Maju Bersama (TMB) Tanjung Duren,Kota Adm. Jakarta Barat,2026-09-07 13:00:00+07:00,PM2.5,2.71,ug/m3,19,Baik,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
dee5c8b6-14bc-4f55-ab96-1c64737aa5cd,DKI_PM25_65 RPTRA Amir Hamzah,Kota Adm. Jakarta Pusat,2026-09-07 13:00:00+07:00,PM2.5,44.75,ug/m3,85,Sedang,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
e0bfb6af-c9d6-40bb-94c4-68589b7a44bf,DKI_PM25_32 Waduk Jagakarsa,Kota Adm. Jakarta Selatan,2026-09-07 13:00:00+07:00,PM2.5,25.59,ug/m3,61,Sedang,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
e755fa68-840c-4542-abf7-46eefb3d059b,DKI_CIRACAS GOR Ciracas,Kota Adm. Jakarta Timur,2026-09-07 13:00:00+07:00,PM2.5,32.53,ug/m3,64,Sedang,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
e88dcdc2-4211-4229-8a46-1e7b193f3d42,DKI_PM25_12 SDN 05 Wijaya Kusuma Pagi (ROOFTOP),Kota Adm. Jakarta Barat,2026-09-07 13:00:00+07:00,PM2.5,11.89,ug/m3,29,Baik,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
eab670ce-1319-45ee-aea0-4d11ee0de227,DKI_PM25_66 Kantor SUDIN Jakarta Selatan (ROOFTOP),Kota Adm. Jakarta Selatan,2026-09-07 13:00:00+07:00,PM2.5,9.11,ug/m3,32,Baik,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
eb16436e-2f5a-4ffb-bac7-2e3d8d38e611,DKI_PM25_19 SDN 18 Pekayon,Kota Adm. Jakarta Timur,2026-09-07 13:00:00+07:00,PM2.5,8.18,ug/m3,25,Baik,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
ec0361ad-1f30-4934-8fd5-1ddfb52605c7,DKI_PM25_86 Kantor Kecamatan Jatinegara (ROOFTOP),Kota Adm. Jakarta Timur,2026-09-07 13:00:00+07:00,PM2.5,8.32,ug/m3,38,Baik,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
ec5ae1ac-e61a-4598-9c34-55d31b7c6961,DKI_CILANGKAP Kebon Bibit Cilangkap,Kota Adm. Jakarta Timur,2026-09-07 13:00:00+07:00,PM2.5,29.42,ug/m3,65,Sedang,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
edb97c37-f43f-4964-a762-903fe8df3044,DKI_PM25_51 RPTRA Udara Segar,Kota Adm. Jakarta Timur,2026-09-07 13:00:00+07:00,PM2.5,23.03,ug/m3,59,Sedang,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
f0fb0579-7606-494e-9265-7b61255df34d,DKI_PM25_26 Asrama Universitas Indonesia,Kota Adm. Jakarta Selatan,2026-09-07 13:00:00+07:00,PM2.5,21.1,ug/m3,58,Sedang,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
f54ebf4f-77fd-4690-88ac-3d14a256d8dc,DKI_PM25_43 RPTRA Kebon Melati,Kota Adm. Jakarta Pusat,2026-09-07 13:00:00+07:00,PM2.5,23.41,ug/m3,56,Sedang,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
fa0f58e6-5243-4d6f-acc5-03bb9ffdf698,DKI_PM25_53 SDN 02 Petukangan Selatan,Kota Adm. Jakarta Selatan,2026-09-07 13:00:00+07:00,PM2.5,25.53,ug/m3,61,Sedang,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
fe9918dc-4492-4a43-b28e-b57a53b79bc2,DKI_PM25_75 RPTRA Jaya Molek,Kota Adm. Jakarta Pusat,2026-09-07 13:00:00+07:00,PM2.5,39.27,ug/m3,80,Sedang,https://udara.jakarta.go.id/,unknown,,2026-09-07 06:45:02.707462+00:00
