station_id,station,district,latitude,longitude,source
5609315d-61fb-4269-a5cd-f01ac8cf8a70,DKI_PM25_63 SDN 06 Makassar,Kota Adm. Jakarta Timur,-6.279235,106.880195,https://udara.jakarta.go.id/
570b6df8-7785-4720-8ca6-d544eb3df355,DKI_PM25_60 Taman Maju Bersama (TMB) Dupa Indah,Kota Adm. Jakarta Barat,-6.171999,106.775773,https://udara.jakarta.go.id/
576c96d1-07d3-459b-814b-824361ad96fe,DKI_PM25_38 Taman Ismail Marzuki,Kota Adm. Jakarta Pusat,-6.189948,106.839821,https://udara.jakarta.go.id/
5a49f89a-f128-4c15-8bc3-66da51517e81,DKI_PM25_33 RPTRA Citra Permata,Kota Adm. Jakarta Timur,-6.221678,106.870318,https://udara.jakarta.go.id/
5c00fad4-ccdc-48c3-b897-1dd426635203,DKI_PM25_36 SDN 04 Cibubur,Kota Adm. Jakarta Timur,-6.344574,106.874146,https://udara.jakarta.go.id/
5c375f43-82cd-479f-bfc6-2c6567653095,DKI_PM25_48 RPTRA Mawar,Kota Adm. Jakarta Selatan,-6.297187,106.770068,https://udara.jakarta.go.id/
5c6cfb14-61e6-4794-a7d7-a0003d44969d,DKI_PM25_37 SDN 01 Cempaka Putih Barat,Kota Adm. Jakarta Pusat,-6.175124,106.863204,https://udara.jakarta.go.id/
5d0e04d6-66b3-48e9-be13-81b16af54d45,DKI_PM25_18 SDN 02 Pagi Ujung Menteng,Kota Adm. Jakarta Timur,-6.183194,106.960562,https://udara.jakarta.go.id/
6110e49c-2f9c-403d-bdbe-8bf98475f151,DKI_PM25_61 SDN 03 Cijantung,Kota Adm. Jakarta Timur,-6.319594,106.851231,https://udara.jakarta.go.id/
61246172-d1ec-4e25-8c96-ddf74f967dc5,DKI3 Jagakarsa,Kota Adm. Jakarta Selatan,-6.336216,106.818082,https://udara.jakarta.go.id/
69dec38f-8fb8-467d-9701-4fe488e378dc,DKI_PM25_85 SDN 03 Kebayoran Lama Utara,Kota Adm. Jakarta Selatan,-6.250298,106.776891,https://udara.jakarta.go.id/
6a6f0ec4-7742-46ed-91d9-7bc94e6d8c18,DKI99 SMKN 04 Jakarta,Kota Adm. Jakarta Utara,-6.141497,106.953288,https://udara.jakarta.go.id/
6bafe2cf-c558-4b54-907b-34c9430edaf0,DKJ32 Ancol,Kota Adm. Jakarta Utara,-6.12244299,106.8376502,https://udara.jakarta.go.id/
6da19e57-b64d-4781-9280-a9a20e2e843f,DKI_PM25_24 Kantor Kecamatan Pulogadung,Kota Adm. Jakarta Timur,-6.198879,106.904644,https://udara.jakarta.go.id/
6f041190-f963-4b8b-8cfc-ae979a8dc94a,DKI104 SDN 05 Cakung Timur,Kota Adm. Jakarta Timur,-6.16545,106.963007,https://udara.jakarta.go.id/
730cae5b-25db-42e0-9150-e3f0abc23e3c,LCS-10 SPKU Kelapa Gading,Kota Adm. Jakarta Utara,-6.15421,106.91045,https://udara.jakarta.go.id/
738500d3-df50-40ab-97bb-b8da394aac53,DKI_PM25_52 Padepokan Restu Bumi Asrama Ciracas,Kota Adm. Jakarta Timur,-6.316993,106.874609,https://udara.jakarta.go.id/
759fafcc-8b5e-4b10-a0ba-ce49ba2e6bfd,DKI_PM25_74 RPTRA Penjaringan Indah,Kota Adm. Jakarta Utara,-6.134137,106.795785,https://udara.jakarta.go.id/
7d5d927f-e760-476c-bb20-a45d6480b98c,LCS-02 Jl. DI Panjaitan,Kota Adm. Jakarta Timur,-6.174472,106.876083,https://udara.jakarta.go.id/
7e380d05-b4f7-4efe-9ab9-a5a259e785a0,"DKI_MANGGALABISMA RPTRA Manggala Bisma, Papanggo",Kota Adm. Jakarta Utara,-6.127813057843073,106.86804428721646,https://udara.jakarta.go.id/
7ed27231-325b-498f-99c4-4886359e4306,DKI_PM25_54 SMPN 179 Jakarta,Kota Adm. Jakarta Timur,-6.331141,106.852423,https://udara.jakarta.go.id/
80071522-f32d-4eeb-99d0-126f83979d56,DKI_PULOMAS Jakarta Equestrian Pulomas,Kota Adm. Jakarta Timur,-6.17846467732303,106.88717854232955,https://udara.jakarta.go.id/
802a2208-80d3-464e-8e0c-dd2770fa35ab,DKJ37 Taman Sungai Kendal,Kota Adm. Jakarta Utara,-6.138291,106.968288,https://udara.jakarta.go.id/
81676dc9-cf43-42ae-808c-c127f438d841,DKI_PM25_79 SDN 07 Paseban (ROOFTOP),Kota Adm. Jakarta Pusat,-6.1934228,106.8553405,https://udara.jakarta.go.id/
839ecba9-6e30-4266-b272-a1dcd1ea2d2f,DKI_PM25_82 SDN 07 Peganggsaan Dua,Kota Adm. Jakarta Utara,-6.175007,106.911456,https://udara.jakarta.go.id/
84b864cd-fb40-4f95-a347-2e854857177a,DKJ34 Pondok Rangon,Kota Adm. Jakarta Timur,-6.341538,106.91799,https://udara.jakarta.go.id/
8bc0eb43-1ca6-4d63-961e-826ac20ae2d7,LCS-12 Stadion JIS,Kota Adm. Jakarta Utara,-6.12521,106.8587,https://udara.jakarta.go.id/
8dea5257-ec1b-4d25-8d3f-b5024e330b40,DKJ36 Tebet Eco Park,Kota Adm. Jakarta Selatan,-6.239564,106.852862,https://udara.jakarta.go.id/
928156b8-b6d2-4097-b57f-2c0ea6102e67,DKI_PM25_81 RPTRA Rorotan Indah 2,Kota Adm. Jakarta Utara,-6.156868,106.955973,https://udara.jakarta.go.id/
93ba95c3-d8e4-48ff-bae0-21510ae9aa90,DKI_PM25_83 RPTRA Gading Tarian,Kota Adm. Jakarta Utara,-6.171162,106.907712,https://udara.jakarta.go.id/
998c53c2-b5b4-48e8-8221-7568cee4f36b,DKI_RAGUNAN PPOP Ragunan,Kota Adm. Jakarta Selatan,-6.304420728716271,106.8289196394899,https://udara.jakarta.go.id/
9ce99524-9672-46e7-8982-b9df21e53d52,DKI_PM25_30 RPTRA Duren Tiga,Kota Adm. Jakarta Selatan,-6.255385,106.842706,https://udara.jakarta.go.id/
9d75e672-3aa7-4d11-bbed-c4f4ae8b34cf,DKI100 SDN 03 Rorotan,Kota Adm. Jakarta Utara,-6.143968,106.956991,https://udara.jakarta.go.id/
a188c80b-8233-41e1-9239-9f7143acbab8,DKI4 Lubang Buaya,Kota Adm. Jakarta Timur,-6.2908,106.908501,https://udara.jakarta.go.id/
a67fb637-93c1-4e90-bd72-d920b37ba41e,LCS-04 Jl. Fatmawati,Kota Adm. Jakarta Selatan,-6.27533,106.7977,https://udara.jakarta.go.id/
af31a885-1f01-4d5c-a4ee-f27f52ead207,DKI_PM25_40 SDN 01 Manggarai,Kota Adm. Jakarta Selatan,-6.212814,106.856324,https://udara.jakarta.go.id/
b24e4361-bcc4-4014-849f-c1909ab68a70,DKI_PM25_22 Kantor Kelurahan Kapuk Muara,Kota Adm. Jakarta Utara,-6.137185,106.764126,https://udara.jakarta.go.id/
b6163f52-c25d-4cd5-99cc-8da8900c55af,DKI_PM25_16 Jakarta Islamic Center (JIC),Kota Adm. Jakarta Utara,-6.123743,106.918003,https://udara.jakarta.go.id/
